iter,time,reward,steps,convergence
1,0.0011244159999961312,-360.66,300.0,89.11196703099
2,0.002770247000000836,-317.61,300.0,79.22373975543373
3,0.004598578000013731,-334.71,300.0,69.82372975543373
4,0.005703192000012791,-299.0,300.0,60.22372975543372
5,0.007200226000023235,-306.67,300.0,50.34026997890104
6,0.008119204000024638,-299.0,300.0,40.740259978901044
7,0.009011790000030828,-322.93,300.0,30.858395083607974
8,0.009940607000018531,-332.99,300.0,20.97227842483965
9,0.010840037000022562,-306.04,300.0,11.572278424839652
10,0.01177254700002095,-299.27,300.0,1.6857065455804066
11,0.0126771800000256,-480.77,300.0,1.792083437227235
12,0.013558895000031157,-327.05,300.0,1.7939495989042755
13,0.01442203200002723,-398.64,300.0,1.3923343378016064
14,0.015292010000024447,-335.61,300.0,1.1059174747611968
15,0.01617033600001605,-386.8,300.0,1.1984686473115633
16,0.01704228000001251,-300.53,300.0,1.399457657311563
17,0.017903981000003455,-462.25,300.0,1.485612846044764
18,0.018827005999995094,-404.18,300.0,1.4860819337282254
19,0.019692684999995436,-346.9,300.0,1.075003332656263
20,0.020557730999996693,-299.0,300.0,1.1720098333697277
21,0.021415318999999045,-300.17,300.0,1.378244820804206
22,0.02229020900000478,-314.13,300.0,1.3789637051178754
23,0.02317300400001443,-331.01,300.0,1.7815789662205443
24,0.024041058000008775,-334.32,300.0,2.230462084161954
25,0.024918046000010463,-329.72,300.0,2.6213706881442675
26,0.025821677999999793,-369.26,300.0,2.2226582274220053
27,0.026890530000002855,-314.12,300.0,2.618357933981875
28,0.02776803900000857,-329.9,300.0,2.619042493249841
29,0.02863804000000414,-327.03,300.0,3.0301210943218035
30,0.029685423000003652,-300.62,300.0,3.216806228679485
31,0.03110902100000601,-300.44,300.0,2.988903957369808
32,0.031988255000001686,-302.33,300.0,3.069099721987062
33,0.03287105300000803,-383.03,300.0,2.662329956819946
34,0.03380217400000163,-400.86,300.0,2.2884729331558358
35,0.03469509500000356,-345.4,299.4,1.911301220693021
36,0.03585454500000651,-533.67,300.0,1.9019471718447982
37,0.03672347400001286,-302.31,300.0,1.4166383776652585
38,0.03759497000001488,-365.77,300.0,1.7220782373468864
39,0.03847536600001433,-316.04,300.0,1.2368430589491415
40,0.039419307000017056,-300.08,300.0,1.0578516882914026
41,0.040300650000020255,-367.98,300.0,1.0539126806682844
42,0.04120195500001955,-299.0,300.0,1.0661095976893165
43,0.04208147900001791,-307.3,300.0,0.9877542596965465
44,0.04294999300002189,-320.01,300.0,0.9984919175565352
45,0.04382725300001766,-327.71,300.0,1.3756436400193508
46,0.04470684400001801,-307.69,300.0,1.3724643069560805
47,0.04560908800000618,-311.38,300.0,1.85877310113562
48,0.04649223200000563,-324.92,300.0,1.5553328883693047
49,0.04737651900001083,-310.03,300.0,1.6497559819730714
50,0.04826799300001028,-386.45,298.74,1.5458754017704375
51,0.05011115400000676,-350.57,300.0,1.9531277706319266
52,0.051054982000010796,-393.16,298.93,2.3427172947502113
53,0.05244597700000497,-347.08,300.0,2.824403136837497
54,0.05348199399999487,-328.46,300.0,3.219462180257229
55,0.054437947999986136,-302.74,300.0,3.0239801713770085
56,0.05531080899999097,-358.96,300.0,3.4343513913827635
57,0.05618561299998248,-397.73,300.0,3.878605258011787
58,0.05706397199999458,-333.92,300.0,3.9548326176726385
59,0.05794956499998705,-301.99,300.0,4.258737745595265
60,0.05890959599997814,-351.66,298.11,4.337387158671393
61,0.059779311999989204,-316.21,299.81,4.308411020419671
62,0.06064884799998538,-325.13,300.0,4.26295031848147
63,0.061564361999984385,-310.25,300.0,4.217676534102161
64,0.062431134999982874,-333.18,300.0,3.814806905038375
65,0.0633158449999911,-313.38,299.57,3.6155918499918185
66,0.06418546599998365,-303.9,300.0,3.6083531675213996
67,0.06528210599998374,-313.82,300.0,2.76573602767322
68,0.06627339399999244,-313.22,299.23,3.6734720329139443
69,0.06720900699998822,-301.92,300.0,3.3662636603076876
70,0.06822457999999187,-303.72,300.0,3.3753594741770327
71,0.06924394299998937,-318.63,299.17,2.99748328082794
72,0.07010603999999887,-319.56,299.94,2.561409800460306
73,0.07098049500000059,-357.53,300.0,2.2099522007281776
74,0.07185060400000509,-446.73,299.93,2.612155276281199
75,0.07274169200000813,-304.18,300.0,2.9968926548135437
76,0.07442894400000455,-341.39,300.0,2.5800773292459325
77,0.07529873700001133,-309.43,299.78,2.4935345531509077
78,0.07617419300001416,-314.57,300.0,2.4667922841205328
79,0.07705819400001701,-307.29,300.0,2.8314885529533522
80,0.07791960400001585,-326.91,300.0,3.6524251641047605
81,0.07880272700001001,-307.63,300.0,4.4601874957055765
82,0.07956522400000665,-302.01,300.0,4.562240022309141
83,0.08044586000001175,-299.54,300.0,4.575126218657785
84,0.08130366000001743,-313.14,300.0,5.000779680580884
85,0.08195367200002579,-322.69,297.02,4.620462277825034
86,0.08283384100002422,-317.35,300.0,4.643383396750356
87,0.08431887300001506,-301.07,300.0,4.734129544164537
88,0.08519695800001159,-305.23,299.91,4.257631518026446
89,0.08607486400001108,-305.25,300.0,4.119763893708081
90,0.08703270400000918,-353.72,293.62,3.2982048226079224
91,0.08804731099999685,-300.36,299.76,2.4973810714937317
92,0.08894124399999725,-337.36,300.0,2.880022751005001
93,0.09106644000000585,-300.9,300.0,2.877161001830465
94,0.09207410100000857,-339.74,300.0,2.8186716666629303
95,0.09295204000001434,-332.47,300.0,2.9892588001623586
96,0.09383524000001842,-311.49,300.0,2.9079614625450745
97,0.09474075000001392,-312.84,300.0,3.6785321338165153
98,0.09552794500001482,-318.89,299.99,3.655013228286697
99,0.09644021300002237,-320.94,300.0,4.222299913249851
100,0.09728202300001954,-299.09,300.0,4.403106532443465
101,0.09830270600001256,-304.43,300.0,5.0320302835576545
102,0.0991824680000235,-316.59,300.0,4.636415705235494
